coef,exp(coef),se(coef),z,Pr(>|z|)
0.44758500327889666,1.5645292863875628,0.015041760797883589,29.756157493335017,1.4435422575277625e-194
1.4647651792185374,4.3265271625180315,0.013468594914811435,108.75411937794141,0
0.40972101047716364,1.5063974573742276,0.039262928076170635,10.435314698952128,1.7104604460366996e-25
0.6252259827949977,1.868668196583021,0.03718438454771777,16.814208179045192,1.92041355222443e-63
0.6461952381857899,1.9082664997346293,0.04086077259577796,15.814562406305544,2.469193115755334e-56
0.16937259245562983,1.1845614153573216,0.03917928316173602,4.323014072422987,1.539119121644674e-5
0.0815663165949287,1.0849851677201006,0.039763894818045945,2.0512657768602605,0.04024107134661716
0.054859891134416874,1.0563925943382526,0.03783988095935052,1.4497902673993635,0.14711701438358393
0.5731327719484072,1.7738153150343703,0.04112194640895041,13.93739406808968,3.7539823507437537e-44
0.29190443697524016,1.338975055018808,0.01021534353124075,28.575097458302082,1.3703776228741986e-179
0.14812175853670412,1.1596540855518447,0.06921586486871276,2.139997221990341,0.03235499125014979
-0.0672202962878383,0.9349892039965757,0.028455356438416998,-2.362307301731267,0.018161580522202337
0.2541443567191843,1.2893579183130166,0.021835381703437712,11.639107581030855,2.6072938817443872e-31
-1.5110664202074844,0.22067452066537008,0.1724607605397787,-8.76179842578713,1.921596686676225e-18
0.013272045887773922,1.0133605104240215,0.017840467620103953,0.743929260734063,0.45691927209478017
-0.7526945119541805,0.4710954686625687,0.05680671500388692,-13.250097491162416,4.506175178681939e-40
-0.059126819736678875,0.9425872229134417,0.06682991427172835,-0.8847358309674177,0.3762991256908344
-0.081304510952183065,0.9219129161172798,0.06709569412172849,-1.21176942896926,0.2256006537276382
0.022746762310466444,1.0230074427008935,0.05706141132785608,0.39863651776453685,0.6901610499641827
-0.4764882880822604,0.6209602007435344,0.20026419760613234,-2.3792984156828125,0.017345627396829263
